Sentence	B	W	A	H	Abs
Gasol had 20 points on 8 - of - 11 shooting and 10 rebounds , while Noah recorded 14 points on 4 - of - 5 shooting and 12 rebounds .	1	0	0	0	
Chicago 's starting frontcourt of Paul Gasol and Joakim Noah each posted double - doubles .	0	1	0	0	
In his last two games , Mirotic has totaled 52 points and 17 rebounds and has proven to be a viable option off the bench in place of Gibson .	0	0	1	0	
The Bulls were led by rookie Nikola Mirotic , who had a game - high 23 points on 6 - of - 13 shooting and eight rebounds in 32 minutes off the bench .	1	1	0	0	
The Bulls , despite dealing with injuries to Derrick Rose ( knee ) , Jimmy Butler ( elbow ) , and Taj Gibson ( ankle ) , were able to pull out a win against a struggling Wizards team .	0	1	1	0	
The Chicago Bulls ( 38 - 23 ) defeated the Washington Wizards 104 - 96 ( 24 - 27 ) on Tuesday in Chicago .	1	1	0	0	
Los_Angeles will wrap up their road trip against the Timberwolves on Monday , and Chicago will stay home to host the Wizards on Tuesday .	0	0	1	0	
The Clippers and Bulls split their season series 1 - 1 , with the Bulls having taken their first matchup 105 - 89 back on Nov. 17 .	0	0	1	0	
With Gibson unavailable , Nikola Mirotic put up a game - high 29 points in 31 minutes off the bench .	1	1	0	0	
Brooks finished with 14 points on 5 - of - 17 shooting from the field .	1	0	0	0	
Aaron Brooks started a second straight game in place of Rose , who is expected to be sidelined four to six weeks following knee surgery .	0	0	1	0	
He worked the glass for 15 rebounds , but with their shots not falling , the Bulls could n't make up the slack elsewhere .	1	1	0	0	
Pau Gasol returned to action , playing through the illness that held him out of Friday 's game , but he had trouble against the Clippers ' defense , shooting 2 - for - 13 from the field in 33 minutes to finish with just four points .	1	1	1	0	
Chicago were playing without Derrick Rose ( knee ) and Taj Gibson ( ankle ) on Sunday , and without Rose to initiate the offense , the team struggled , shooting 31 percent from the field .	1	1	0	0	
Paul put up a team - high 29 points and 12 assists Sunday and has recorded double - digit assists in eight of his last nine games .	1	1	1	0	
Chris Paul has also picked up his game to cover the team 's holes .	0	1	0	0	
He 's recorded four games of 20 - plus rebounds over his last nine contests .	0	0	1	0	
With Griffin out , Jordan has stepped up his game .	0	1	0	0	
DeAndre Jordan continued his torrid work on the glass , pulling down 26 rebounds in 41 minutes .	1	0	1	0	
Los_Angeles have won two straight games and are 6 - 3 since Blake Griffin started sitting out games following surgery to remove an infection in his elbow .	1	0	1	0	
The Los_Angeles Clippers ( 39 - 21 ) defeated the Chicago Bulls ( 37 - 23 ) 96 - 86 on Sunday .	1	1	0	0	
After the break , Cleveland will embark upon a three - game road trip , tipping off first against the Washington Wizards on Friday , Feb. 20 .	0	0	1	0	
The Cavaliers ' foibles on offense were compounded by miserable success from three - point range - - just 8 - for - 31 , or 26 percent - - and subsequently , just three of James ' teammates scored in double figures , including Kyrie Irving ( 17 ) , Timofey Mozgov ( 13 ) , and Tristan Thompson ( 10 ) .	1	1	0	0	
However , with Kevin Love out of commission as a result of a corneal abrasion sustained during Wednesday 's win against the Miami Heat , the road was all the more winding when 16 turnovers were transformed into 24 points for the Bulls .	1	0	1	0	
Thursday 's defeat doubles as Cleveland 's second in four outings , but LeBron James did everything in his power to keep the deficit somewhat close , accruing 31 points , five rebounds , and four assists .	1	1	1	0	
Once Chicago returns from their midseason respite , the Detroit Pistons await on Friday , Feb. 20 in the Palace_of_Auburn_Hills .	0	0	1	0	
Meanwhile , Tony Snell garnered his third starting nod in six contests due to the absences of Jimmy Butler ( shoulder ) and Kirk Hinrich ( toe ) , and the second - year pro responded with 22 points and a game - high four three - pointers in 38 minutes .	1	1	1	0	
In the frontcourt , both Pau Gasol ( 18 points and 10 rebounds ) and Joakim Noah ( 10 points and 15 boards ) tallied double - doubles , with the Spaniard notching his 14th in row .	1	1	1	0	
Derrick Rose led the way with 30 points , marking just the fourth time this season he 's surpassed that threshold .	0	1	1	0	
On the backs of five players achieving double - digit points , the Bulls outscored the Cavaliers in each quarter , yet remain behind in the season series , 1 - 2 .	0	1	1	0	
Chicago enters the All-Star break with a four - game winning streak in hand , during which they held each opponent below 100 points .	0	1	1	0	
The Chicago Bulls ( 34 - 20 ) handled the Cleveland Cavaliers ( 33 - 22 ) , 113 - 98 , on Thursday .	1	1	0	0	
Chicago plays seven of its next eight games on the road , starting Friday in Dallas .	0	0	1	0	
The Bulls came out with aggressiveness on both ends of the floor and were able to out - rebound the Spurs despite missing Joakim Noah .	0	1	0	0	
Chicago needed to make a statement Thursday against one of the NBA 's deepest and well - coached teams .	0	0	1	0	
The Spurs will wrap up a back - to - back set Friday against the Lakers .	0	0	1	0	
Kawhi Leonard turned in another solid performance , putting up 16 points and 4 rebounds , but the Spurs were out of this game by the fourth quarter and no starter played more than 27 minutes .	1	1	1	0	
The Spurs were on a four - game winning streak coming into this game and had won six of its last seven .	0	0	1	0	
The Spurs were held to just 37 % shooting from the floor .	1	0	0	0	
The Bulls started to pull away in the third quarter thanks to a solid combined effort from Derrick Rose , Jimmy Butler , and Taj Gibson .	0	1	0	0	
Chicago entered Thursday 's game after a gutting loss to Cleveland on Monday that had people questioning the direction in which the Bulls season was going .	0	0	1	0	
The Chicago Bulls ( 28 - 16 ) got a much needed win Thursday , beating the San_Antonio Spurs ( 27 - 17 ) 104 - 81 in at the United_Center .	1	1	1	0	
The Magic will head home to face the Rockets ( 27 - 11 ) , and the Bulls will stay in Chicago to face the Wizards ( 25 - 12 ) on Wednesday .	0	0	1	0	
Tony Snell started again for the Bulls , who hold the Eastern_Conference 's fourth - best record .	0	0	1	0	
Chicago 's leading scorer this season , Jimmy Butler finished with 17 points in 43 minutes .	1	0	1	0	
He wound up with 18 points , seven assists and two steals in 30 minutes .	1	0	0	0	
Derrick Rose returned to the lineup after sitting out the Bulls ' previous game with soreness in his left knee .	0	1	1	0	
Pau Gasol followed up Saturday 's 46 - point , 18 - rebound game with 28 points and 14 boards .	1	0	1	0	
The Magic are nine wins away from matching their 2013 - 14 win total of 23 but still have the third - worst record in the Eastern_Conference .	0	0	1	0	
Rookie Elfrid Payton shot 5 - of - 7 from the field for 10 points to go along with four rebounds , seven assists , two steals and one block .	1	0	0	0	
He has now scored 33 or more in two straight games and has had a double - double in five straight .	0	0	1	0	
Vucevic also had 11 rebounds and four assists .	1	0	0	0	
Nikola Vucevic and Victor Oladipo each scored 33 points for the Magic , breaking a six - game losing streak .	0	1	1	0	
The Orlando Magic ( 14 - 27 ) beat the Bulls ( 26 - 13 ) on Monday in Chicago .	1	1	0	0	
Houston will continue their three - game road swing Wednesday in Cleveland , while the Bulls remain home for Wednesday 's outing against the Jazz .	0	0	1	0	
However , knocking down only 8 - for - 25 from three - point range did n't do them any favors in the loss .	1	1	0	0	
Harden still managed a stat - laden line , recording 20 points , three assists , two rebounds , two blocks , and one steal in 38 minutes , and backcourt mate Patrick Beverley aided the Rockets ' effort further with 14 points , six assists , and six rebounds .	1	0	0	0	
While Dwight Howard posted a customary , but underwhelming double - double ( 12 points and 14 boards ) , James Harden was perhaps the primary reason for Houston 's downfall , missing all three field goal attempts and committing three fouls , including a charge for one of his two turnovers in the fourth quarter .	1	1	0	0	
On the other side , the Rockets fell to 3 - 4 with newcomer Josh Smith , despite his team - high 21 points on 10 - of - 20 from the field .	1	1	0	0	
By the final horn , the Bulls had accumulated a whopping 12 blocks , 10 steals , and 30 free - throw attempts , of which they knocked down 27 .	0	1	0	0	
Meanwhile , Derrick Rose toughed out a right hip contusion en route to 19 points and nine assists in 34 minutes .	1	1	0	0	
In the end , a Bulls squad without Mike Dunleavy ( ankle ) achieved its third victory in a row , and 10th in 11 contests , on the backs of a complete team effort led by Pau Gasol 's 27 points and 14 rebounds .	1	1	1	0	
Thereafter , Chicago received scoring contributions from six different players , but their push in the final period was ultimately powered by rookie Nikola Mirotic and Jimmy Butler , who spearheaded a 31 - point explosion with a combined 17 points , nine rebounds , and three three - pointers .	1	1	0	0	
Entering the fourth quarter with a six - point deficit facing them , the Bulls whittled away at the Rockets ' lead and finally knotted up the score at 100 with just under three minutes remaining .	0	1	0	0	
The Chicago Bulls ( 25 - 10 ) fended off the Houston Rockets ( 23 - 11 ) , 114 - 105 , at the United_Center on Monday evening .	1	1	0	0	
Chicago has now won eight of its last nine games and will continue its five - game homestand on Saturday when the Bulls take on the Celtics .	0	0	1	0	
He was a perfect 4 - for - 4 from the floor , including 2 - for - 2 from beyond the arc as he scored 10 points in 27 minutes .	1	0	0	0	
Kirk Hinrich returned to action for Chicago after missing five games with a hamstring injury .	0	0	1	0	
Denver has now dropped three straight and five of its last six but will look to buck that trend it hosts Memphis on Saturday night .	0	0	1	0	
Chandler led the Nuggets in scoring with 22 points in 34 minutes on the floor .	1	1	0	0	
Fareid , who had `` dead legs `` Tuesday night did n't show any ill effects against the Bulls as he scored 18 points and pulled down 19 rebounds .	1	1	1	0	
Denver had two of their big men banged up on Tuesday night as Kenneth Fareid and Wilson Chandler both were hampered by leg issues , but both managed to play Thursday .	0	1	0	0	
Chicago 's Jimmy Butler shined again as he had a game - high 26 points in the Bulls ' victory over the Nuggets .	1	1	0	0	
Denver 's Aaron Afflalo cut Chicago 's lead to five with just over two minutes remaining , but the Bulls responded with baskets from Derrick Rose and Taj Gibson to give them a solid lead .	0	1	0	0	
The Nuggets saw a seemingly comfortable 12 - point lead in the third quarter evaporate as the Bulls stormed back to take the lead just before the fourth quarter began .	0	1	0	0	
The Bulls ( 23 - 10 ) held off the Denver Nuggets ( 13 - 20 ) on Thursday by a score of 106 - 101 .	1	1	0	0	
Los_Angeles continues the second half of their road back - to - back trip against Dallas on Friday .	0	0	1	0	
Wesley Johnson was the Lakers ’ scoring leader on Thursday with 19 , while Ed Davis finished with 13 points and 14 rebounds for a his first career double - double as a member of the Lakers .	1	1	1	0	
Without Bryant , Los_Angeles was able to beat conference leader Golden State on Tuesday , but they were unable to get a win in Chicago .	0	1	1	0	
Los_Angeles found out earlier in the day that they would be without All-Star guard Kobe Bryant , who cited “ old age ” as the reason for his absence .	0	1	0	0	
Chicago takes the court again on Saturday against New_Orleans .	0	0	1	0	
Pau Gasol had a big game against his former team , finishing with 23 points and 13 rebounds for a double - double in 33 minutes .	1	1	1	0	
Five Bulls players scored in double figures , while three players scored over 20 points .	0	1	0	0	
Chicago had control of this game since the beginning and never let Los_Angeles take the lead in the game , despite giving up a 13 - 4 run to begin the third quarter .	0	1	0	0	
Kirk Hinrich sat out a second straight game with a hamstring issue .	0	0	1	0	
Chicago was able to win their fifth consecutive game on Thursday with a nearly - healthy lineup against the Lakers .	0	1	1	0	
The Chicago Bulls ( 20 - 9 ) defeated the Los_Angeles Lakers ( 9 - 20 ) 113 - 93 on Thursday .	1	1	0	0	
New_York returns home to host the Suns on Saturday .	0	0	1	0	
Up next , the Bulls travel to Memphis to take on the red - hot Grizzlies on Friday .	0	0	1	0	
They out - rebounded Chicago 41 - 32 but committed 16 turnovers , compared to the Bulls ’ 11 .	1	1	0	0	
The Knicks shot 46 percent from the field and attempted only nine three - ponters , hitting six .	1	0	0	0	
Aldrich also had 10 rebounds 26 minutes .	1	0	0	0	
Tim Hardaway , Jr. led the team with 23 points , while Cole Aldrich and Jose Calderon added 13 points and 12 points , respectively .	1	1	0	0	
New_York , which was without Carmelo Anthony and J.R. Smith , got contributions from a number of starters , including 16 points , six rebounds and four blocks from Amar ’ e Stoudemire .	1	1	0	0	
Chicago shot 45 percent from the field and knocked down 12 threes .	1	0	0	0	
Aaron Brooks had 18 points , including a trio of three - pointers .	1	0	0	0	
Pau Gasol added 20 points , and Nikola Mirotic contributed 13 off the bench .	1	0	0	0	
Playing without Derrick Rose , Chicago turned to Kirk Hinrich , who added eight points .	1	1	0	0	
The Bulls got 35 points , five rebounds , seven assists and four steals from Jimmy Butler , who played 45 minutes .	1	0	0	0	
The lead was whittled to just one with one minute remaining , but a Pau Gasol layup put Chicago up three , and the Knicks were unable to get any closer , while Chicago salted the game away at the line .	0	1	0	0	
Chicago jumped out to a 10 - point first quarter lead but let the Knicks crawl back into the game in the third quarter .	0	1	0	0	
The Bulls ( 16 - 9 ) held on to defeat the Knicks ( 5 - 23 ) at the United_Center on Thursday .	1	1	0	0	
Chicago heads to Miami to take on the Heat on Sunday evening .	0	0	1	0	
Up next , the Blazers conclude their five - game road swing in Indiana on Saturday night .	0	0	1	0	
Aaron Brooks added 17 points off the bench , and Nikola Mitotic had 15 points and nine boards .	1	0	0	0	
Taj Gibson , starting in place of the injured Joakim Noah , chipped in 10 points and 12 rebounds , and Pau Gasol had a 13 - point , 10 - rebound double - double .	1	1	0	0	
Derrick Rose paced Chicago with 31 points ( 14 - 24 FG ) to go with five assists and three rebounds .	1	1	0	0	
The Blazers shot 49 percent from the field and 50 percent from three but were out - rebounded 47 - 37 .	1	1	0	0	
Nic Batum struggled , scoring seven points on just 3 - of - 12 shooting .	1	1	0	0	
Damian Lillard added 35 points of his own , and Wes Matthews had 10 points and four rebounds .	1	0	0	0	
Chicago was able to keep him under control the rest of the night , however , as Aldridge finished with 35 points and nine rebounds .	1	1	0	0	
The Bulls withstood a huge first quarter from LaMarcus Aldridge , who scored 21 points on 10 - of - 12 shooting .	1	1	0	0	
The Bulls ( 14 - 8 ) extended their winning streak to two games , knocking off the Blazers ( 17 - 6 ) in Chicago on Friday .	1	1	1	0	
The Pistons now look to right the ship as they 'll head to Washington to take on the Wizards on Wednesday night .	0	0	1	0	
Monroe scored 16 points ( 8 - 15 FG ) to go with 10 rebounds and two assists .	1	0	0	0	
Both Josh Smith and Greg Monroe had double - double 's , with Smith collecting 11 rebounds , four assists and three blocks .	1	1	0	0	
Detroit only played eight players in this game , and while seven of the eight scored at least nine points , no one scored more than 19 .	0	1	0	0	
For the Pistons , they just could n't dig themselves out of a first half hole , and have lost two in a row now .	0	1	1	0	
The Bulls look to keep their winning ways rolling as they head to Toronto to take on the Raptors on Thursday night .	0	0	1	0	
Noah posted 13 points ( 5 - 13 FG , 3 - 4 FT ) with 14 rebounds and six assists .	1	0	0	0	
Pau Gasol and Joakim Noah both posted double - doubles , with Gasol putting up 17 points ( 8 - 17 FG , 0 - 1 3Pt , 1 - 2 FT ) to go with 15 rebounds , four assists , four blocks and one steal .	1	1	0	0	
While Derrick Rose led the team in scoring with 24 points ( 9 - 20 FG , 2 - 5 3Pt , 4 - 5 FT ) and seven assists , the Bulls got production from all over .	1	1	0	0	
The Bulls are off to an impressive start to 2014 , and a large part of that has been due to a major team effort on the offensive end .	0	0	1	0	
The Chicago Bulls ( 6 - 2 ) beat the Detroit Pistons ( 2 - 5 ) 102 - 91 on Monday night at the United_Center in Chicago .	1	1	0	0	
The Magic 's next game with be on the road against the Philadelphia 76ers on Wednesday , while the Bulls will travel to Milwaukee to take on the Bucks on Wednesday .	0	0	1	0	
He finished with 12 points , and this was his first game since the opener where he was able to score in double digits .	1	0	1	0	
Rookie Doug McDermott found his stroke off the bench , shooting 4 - for - 6 from the field and 1 - for - 2 from three - point land .	1	1	0	0	
Filling in for Rose at the point , Kirk Hinrich got the start but only scored five points and three assists in 30 minutes of action .	1	1	0	0	
Joakim Noah sat out the game with an illness , pushing Taj Gibson into the starting lineup and forcing the team to lean more heavily on Gasol .	0	1	0	0	
Pau Gasol recorded his second double - double of the season , going for 16 points and 13 rebounds in 40 minutes .	1	0	1	0	
Butler shot 7 - for - 15 from the field to score 21 points and added nine rebounds .	1	0	0	0	
Jimmy Butler led the Bulls to the win with Derrick Rose ( ankle ) out of the lineup once again .	0	1	1	0	
Evan Fournier continued to start as the other guard and had 13 points of his own , to go along with two assists in 40 minutes .	1	0	1	0	
Rookie Elfrid Payton struggled to find his shot and went 3 - for - 14 from the field to score nine points , while also adding seven assists .	1	1	0	0	
Vucevic is now averaging 18 points and an absurd 15 rebounds per game .	0	0	1	0	
Nikola Vucevic has been the other bright spot , and he posted his fourth double - double in as many games , finishing with 19 points and 13 rebounds .	1	0	1	0	
Harris has been one of the few positives for this Orlando team and is averaging 18 points and 8 rebounds .	0	0	1	0	
Tobias Harris recorded a team - high 21 points ( 9 - 15 FG , 0 - 1 3Pt ) and also had nine rebounds .	1	1	0	0	
The Magic were able to keep the game even up until the third quarter but were outscored 29 - 21 in the fourth quarter , to drop their fourth straight game and remain winless during the 2014 - 15 season .	0	1	1	0	
The Chicago Bulls ( 3 - 1 ) defeated the Orlando Magic ( 0 - 4 ) 98 - 90 on Tuesday at the United_Center in Chicago .	1	1	0	0	
The only other Buck in double figures was OJ Mayo , who came off the bench for 11 points ( 4 - 12 FG , 1 - 5 3Pt , 2 - 2 FT ) The Cavaliers ' next game will be at home against the Boston Celtics on Friday , while the Bucks will travel to New_York to play the Knicks on Friday .	1	1	1	0	
He posted 16 points , while shooting 7 - of - 10 from the field and a perfect 2 - of - 2 from deep .	1	0	0	0	
Khris Middleton was hitting nearly all of his shots as well .	0	1	0	0	
The five steals matched a season - high , while the double - double was his second of his last five games .	1	1	1	0	
He finished with 19 points ( 8 - 13 FG , 3 - 5 FT ) , 10 rebounds and five steals .	1	0	0	0	
Zaza Pachulia had a strong day from the field as well .	0	1	0	0	
Carter-Williams has struggled with his shot lately , combining to go 7 - for - 22 from the field over his two previous games , so it was a step in the right direction for the guard , who recorded a new season - high in points .	0	0	1	0	
He went 13 - for - 22 from the field and 1 - for - 3 from the three - point line to score a game - high of 30 points , while also adding eight assists over 36 minutes .	1	1	0	0	
Michael Carter-Williams had one of his best offensive performances since joining the Bucks .	0	0	1	0	
Tristan Thompson posted a double - double off the bench as well , finishing with 11 points ( 3 - 3 FG , 5 - 5 FT ) and 10 rebounds .	1	1	0	0	
Kevin Love did his part in the victory , going 7 - for - 14 from the field , but just 1 - for - 5 from the three - point line to score 16 points , while also adding 11 rebounds to notch a double - double .	1	1	0	0	
Irving has put in two impressive performances in a row as well , combining for 54 points , 13 assists and six steals during that span .	0	0	1	0	
James has now posted 20 or more points in eight straight games , a stretch where he 's averaging 23 points .	0	0	1	0	
James finished with 21 points ( 8 - 15 FG , 2 - 5 3Pt , 3 - 4 FT ) , nine rebounds and eight assists , while Irving recorded 27 points ( 7 - 13 FG , 4 - 8 3Pt , 9 - 11 FT ) , nine assists and three steals .	1	0	0	0	
Both LeBron James and Kyrie Irving had impressive showings .	0	1	0	0	
While many teams have been giving their players some time off for rest , coach David Blatt decided to keep his star players in the lineup with a full minutes load Wednesday .	0	0	1	1	
Despite suffering the loss , the Bucks were the superior shooting team , going 50 percent from the field and 33 percent from the three - point line , while the Cavaliers finished at 49 percent from the floor and 32 percent from deep .	1	1	0	0	
Both the Boston Celtics and Brooklyn Nets are just two games back from them though , so they 'll need to pick up some important wins over these final four games of the regular season in order to lock up that six seed .	0	0	1	0	
The Bucks , on the other hand , are currently the sixth projected playoff seed in the East .	0	0	1	0	
The Cavaliers are now riding a four - game win streak and have clinched the second seed in the Eastern_Conference playoffs .	0	0	1	0	
The Cleveland Cavaliers ( 51 - 27 ) defeated the Milwaukee Bucks ( 38 - 40 ) 104 - 99 on Wednesday at the BMO_Harris_Bradley_Center in Milwaukee .	1	1	0	0	
Up next , the Pelicans will travel to Brooklyn Tuesday to take on the Nets , while the Bucks will stay home and play the Magic on Wednesday .	0	0	1	0	
As a team , Milwaukee shot 52 percent from the field in the losing effort , and the loss leaves them in sixth place in the Eastern_Conference .	1	1	1	0	
Khris Middleton scored 17 points on 6 - of - 11 shooting in a team - high 40 minutes .	1	1	0	0	
Michael Carter-Williams also played his best game as a member of the Bucks , recording 25 points on 8 - of - 17 shooting and seven assists in 32 minutes .	1	0	1	0	
Giannis Antetokounmpo scored a career - high 29 points for Milwaukee on 11 - 16 shooting to go along with five rebounds , four assists , three steals , and three blocks in 37 minutes .	1	0	1	0	
There was nothing the Bucks could do defensively to stop them and the win puts New_Orleans just a half - game behind the Thunder for eighth place in the Western_Conference .	0	1	1	0	
As a team , the Pelicans shot 59 percent from the field , 60 percent from three , and 81 percent from the free - throw line .	1	0	0	0	
Eric Gordon ( 16 ) and Norris Cole ( 11 ) were the other New_Orleans players to score in double figures .	1	1	0	0	
Tyreke Evans had 13 points on 6 - of - 10 shooting and six assists in 27 minutes before suffering a left ankle injury in the fourth quarter and did not return .	1	1	0	0	
In his four games since returning from a shoulder injury , Davis is averaging 34 points , 12 rebounds , and 5 blocks .	0	0	1	0	
Davis scored a game - high 43 points on 17 - of - 23 shooting to go along with 10 rebounds and two blocks .	1	1	0	0	
Anthony Davis was dominant once again for the Pelicans , helping the team close out the game down the final stretch .	0	1	1	0	
The New_Orleans Pelicans ( 35 - 29 ) defeated the Milwaukee Bucks ( 33 - 30 ) 114 - 103 in Milwaukee on Monday .	1	1	0	0	
They ’ ll play at Oklahoma_City on Sunday night , while Milwaukee will host the Hawks on Sunday afternoon .	0	0	1	0	
Denver has now dropped seven of eight dating back to late - January .	0	0	1	0	
Jusuf Nurkic had 11 points and 15 rebounds , and Kenneth Faried finished with eight points and five boards .	1	0	0	0	
Playing without Ty Lawson , who was benched after being late to shootaround , Denver was led by Wilson Chandler , who had 19 points in 38 minutes .	1	1	0	0	
Denver , which dealt Arron Afflalo to Portland at the deadline , managed just 36 percent shooting and had only two players make more than half of their field goal attempts .	1	1	1	0	
Another new acquisition , rookie Tyler Ennis , played 18 minutes and four points on 1 - of - 4 shooting .	1	0	1	0	
He did lead the Bucks with nine rebounds , however .	1	1	0	0	
Khris Middleton added 15 points and four rebounds , while John Henson had 14 points and and four rebounds of his own .	1	0	0	0	
Bayless finished with 11 points , eight assists and seven rebounds in 38 minutes .	1	0	0	0	
In its first game since dealing Brandon Knight to Phoenix , Milwaukee started Jerryd Bayless at point guard , as newly acquired Michael Carter-Williams ( toe ) was unavailable .	0	1	1	0	
The Bucks ( 31 - 23 ) held off the Nuggets ( 20 - 34 ) 89 - 81 at the Bradley Center on Friday night .	1	1	0	0	
Meanwhile , the Bucks will have a chance to double their win total from last season before the All-Star break when they host the Sacramento Kings on Wednesday .	0	0	1	0	
The Nets will take on the Memphis Grizzlies on Wednesday .	0	0	1	0	
Brooklyn is currently the first team on the outside looking in at the Eastern_Conference playoff picture .	0	0	1	0	
Joe Johnson played a game - high 42 minutes , scoring 19 points and recording six assists .	1	1	0	0	
Deron Williams had been suffering from an illness and did n't look like himself , going 0 - for - 5 from the floor for zero points in 23 minutes off the bench .	1	1	1	0	
He put up 26 points on 10 - of - 15 from the field , and had four rebounds and eight assists to boot .	1	0	0	0	
Jarrett Jack had a nice game for the Nets .	0	1	0	0	
He finished with five points , five rebounds and three steals in 16 minutes off the bench .	1	0	0	0	
In the frontcourt , Zaza Pachulia returned to the Bucks ' lineup after missing six games with a calf injury .	0	1	1	0	
Over his past five games , he 's averaging 18 points , 11 rebounds , 4 assists , 2 blocks , and 1 steals per game .	0	0	1	0	
For someone who did n't play in the fourth quarter , the statistical line was all the more impressive .	0	1	0	0	
Seven of the assists came in the first half , as he helped his team recover from a 17 - point deficit .	0	1	0	0	
He scored 12 points , grabbed nine rebounds , stole the ball three times , and added one block to go along with a season - high eight assists .	1	0	1	0	
This time , it was in the assists category .	0	1	0	0	
Giannis Antetokounmpo continued his streak of season highs .	0	0	1	0	
The Milwaukee Bucks ( 29 - 23 ) beat the Brooklyn Nets ( 21 - 30 ) , 103 - 97 , on Monday .	1	1	0	0	
The Bucks conclude a two - game road trip Sunday against the Toronto Raptors .	0	0	1	0	
The Bucks travel to San_Antonio for a game Sunday .	0	0	1	0	
Jennings and Kentavious Caldwell-Pope each picked up a technical foul .	0	1	0	0	
Kyle Singler wore a protective mask after suffering a broken nose earlier this week .	0	0	1	1	
The injured Brandon Jennings finished with a team - high 16 points on 6 - of - 14 shooting in 26 minutes .	1	1	0	0	
The Pistons converted 6 - of - 25 three - pointers .	1	0	0	0	
The Bucks shot 11 - of - 17 from behind the three - point line .	1	0	0	0	
Giannis Antetokounmpo turned the ball over seven times in a team - high 36 minutes .	1	1	0	0	
Former Pistons Khris Middleton and Brandon Knight combined to score 30 points , grab 13 rebounds and dish out nine assists .	0	1	0	0	
Mayo scored a team - high 20 points on 8 - of - 14 shooting , and Jared Dudley and John Henson added 12 points each .	1	1	0	0	
O.J .	0	0	0	1	
The severity is unknown , and he 'll be re - evaluated Sunday .	0	0	0	1	
Brandon Jennings suffered a non - contact leg injury and required assistance leaving the court .	0	1	0	0	
The Milwaukee Bucks ( 22 - 21 ) defeated the Detroit Pistons ( 17 - 27 ) , 101 - 86 .	1	1	0	0	
They shot a paltry 3 - of - 20 from three - point range against the Suns and now have a quick turnaround as they travel to Philadelphia to take on the 76ers on Wednesday .	1	1	1	0	
The Bucks dropped their fourth consecutive game at home Tuesday .	0	0	1	0	
The Suns will travel to Minnesota to take on the Timberwolves on Wednesday .	0	0	1	0	
Isaiah Thomas made a big contribution , coming off the bench with 19 points in 31 minutes on the floor .	1	1	0	0	
Phoenix got a big game from Markieff Morris , who posted a double - double with 26 points and 10 rebounds .	1	1	0	0	
Phoenix 's Markieff Morris drained a deep three to all - but seal the game with under a minute in the fourth .	0	1	0	0	
The Suns ' defense clamped down in the fourth quarter , however , allowing just 24 points in the period with four of those points coming when the game was out of reach .	0	1	0	0	
The tide seemed to be turning in Milwaukee 's favor in the third quarter when the Bucks ' Brandon Knight threw down an emphatic dunk to tie it at 56 .	0	1	0	0	
The Phoenix Suns ( 21 - 16 ) defeated the Milwaukee Bucks ( 18 - 18 ) 102 - 96 Tuesday at the BMO_Harris_Bradley_Center .	1	1	0	0	
The Pacers ' next game will be on the road against the Los_Angeles Lakers on Sunday , while the Bucks will travel to New_York to play the Knicks on Sunday .	0	0	1	0	
It was arguably his best game of the year considering he set season - highs in both points and rebounds .	0	0	1	0	
Henson was very efficient as he did this in only 23 minutes .	0	1	0	0	
Also with a double - double , John Henson came off the bench for 14 points and 10 rebounds .	1	1	0	0	
It was only his third double - double of the year .	0	0	1	0	
Pachulia finished with a double - double , posting 12 points and 14 rebounds .	1	1	0	0	
Zaza Puchilia did everything he could to combat Hibbert .	0	1	0	0	
He 's averaging 18 points and 5 assists on the year .	0	0	1	0	
Knight continues to be one of the more reliable offensive threats for the Bucks and has now combined for 46 points over his last two outings .	0	0	1	0	
The Bucks were led by Brandon Knight , as he went 9 - for - 19 from the field and 2 - for - 5 from the three - point line to score 20 points , while also adding seven assists and four steals .	1	1	0	0	
The only other Pacer to reach double figures in points was Rodney Stuckey , who had 11 points .	1	1	0	0	
He had 14 points ( 7 - 9 FG , 0 - 2 FT ) and five rebounds in only 17 minutes .	1	0	0	0	
Luis Scola also had an efficient game off the bench .	0	1	0	0	
He 's now combined for 47 points over the last two games , as he 's taken it upon himself to give the Pacers another proven scorer .	0	0	1	0	
Miles went 8 - for - 14 from the field and 6 - for - 9 from the three - point line to score 22 points in 32 minutes .	1	0	0	0	
Leading all scorers , C.J .	0	1	0	0	
The Pacers did receive a couple of big contributions off the bench .	0	1	0	0	
Hibbert is only averaging 11 points so far this season , so it was good to see him heat up a little bit against a mostly inexperienced Bucks front line .	0	1	1	0	
Hibbert went 6 - for - 11 from the field and a perfect 6 - for - 6 from the free throw line to score 18 points , while also adding seven rebounds .	1	1	0	0	
Roy Hibbert was a force in this one , as the Bucks did n't have much of an answer for him .	0	1	0	0	
While both teams finished at 43 percent from the field , the Pacers were better from the three - point line , as they shot 40 percent from deep , while the Bucks shot just 29 percent .	1	1	0	0	
Despite the Bucks finishing the third quarter up 68 - 66 , the Pacers were able to out - score Milwaukee 28 - 23 in the final quarter to secure a close three - point victory in a tough conference road game .	1	1	0	0	
The Indiana Pacers ( 13 - 21 ) defeated the Milwaukee Bucks ( 17 - 17 ) 94 - 91 on Friday at the BMO_Harris_Bradley_Center in Milwaukee .	1	1	0	0	
The Bucks will continue their road trip against the Charlotte Hornets on Monday .	0	0	1	0	
Khris Middleton found success off the bench , putting up a team - high 21 points in 37 minutes .	1	1	0	0	
